timestamp_auditoria;nome_arquivo;sucesso_extracao;motivo_falha_extracao;modelo_utilizado;tempo_processamento_s;tokens_prompt;tokens_completion;tokens_total;status_auditoria;regra;evidencia;grau_confianca;severidade
2026-04-22 12:40:19;arquivos_nf/DOC_0249.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;36.9588;1499;142;1641;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0250.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;39.5532;1494;140;1634;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0251.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;39.9160;1496;139;1635;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0252.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;40.0488;1497;141;1638;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0253.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;40.0442;1499;144;1643;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0253.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;40.0442;1499;144;1643;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 9,381.63).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0254.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;39.9884;1497;140;1637;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0255.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;43.2052;1497;140;1637;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 10,350.27).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0256.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;43.6378;1495;140;1635;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0257.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;43.2624;1495;139;1634;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0258.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;43.3569;1496;141;1637;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0258.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;43.3569;1496;141;1637;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 10,350.27).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0259.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;43.9853;1497;140;1637;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0260.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;47.4953;1500;144;1644;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0261.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;47.1204;1495;140;1635;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0262.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;47.1618;1499;142;1641;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0263.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;47.4851;1495;139;1634;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 10,296.91).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0264.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;48.6863;1495;138;1633;REPROVADO;NF_DUPLICADA;Número aparece em: arquivos_nf/DOC_0330.txt;0.95;ALTA
2026-04-22 12:40:19;arquivos_nf/DOC_0265.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;51.1519;1494;139;1633;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 9,381.63).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0266.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;50.9824;1495;139;1634;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0267.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;51.0796;1496;139;1635;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0268.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;51.0572;1496;139;1635;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0269.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;52.2382;1498;140;1638;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0270.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;54.6524;1497;140;1637;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 15,000.00 está acima do desvio padrão do fornecedor (Média: R$ 9,381.63).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0271.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;54.7814;1497;139;1636;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0272.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;55.0355;1501;146;1647;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0273.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;54.2326;1499;142;1641;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0274.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;55.9859;1498;141;1639;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0275.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;57.5096;1499;141;1640;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0276.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;57.9400;1496;139;1635;REPROVADO;NF_DUPLICADA;Número aparece em: arquivos_nf/DOC_0976.txt;0.95;ALTA
2026-04-22 12:40:19;arquivos_nf/DOC_0277.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;58.2652;1499;141;1640;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 9,911.05).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0278.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;58.5226;1499;141;1640;SUSPEITO;STATUS_INCONSISTENTE;Status 'PENDENTE' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0279.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;59.7240;1495;138;1633;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0280.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;61.3223;1496;139;1635;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 10,350.27).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0281.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;61.7359;1495;138;1633;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0282.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;62.0098;1499;142;1641;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0283.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;61.9910;1501;144;1645;SUSPEITO;STATUS_INCONSISTENTE;Status 'PENDENTE' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0284.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;62.9069;1500;145;1645;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0285.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;64.6756;1495;141;1636;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0286.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;65.3070;1500;142;1642;SUSPEITO;STATUS_INCONSISTENTE;Status 'PENDENTE' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0287.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;65.6607;1496;140;1636;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0288.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;65.6223;1498;140;1638;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0289.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;66.6272;1500;143;1643;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0290.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;68.2590;1495;139;1634;SUSPEITO;STATUS_INCONSISTENTE;Status 'PENDENTE' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0291.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;68.8638;1499;141;1640;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0292.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;69.1984;1495;139;1634;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0293.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;69.3742;1497;142;1639;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0294.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;69.8019;1499;142;1641;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0295.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;71.7194;1495;138;1633;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0296.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;72.9586;1499;141;1640;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0297.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;72.5307;1493;137;1630;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0298.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;73.0432;1496;139;1635;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0299.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;73.4690;1497;139;1636;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0300.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;76.0192;1492;137;1629;REPROVADO;CNPJ_DIVERGENTE;CNPJ '99.888.777/0001-00' difere do padrão do fornecedor '45.678.901/0001-56'.;0.95;ALTA
2026-04-22 12:40:19;arquivos_nf/DOC_0301.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;2.9899;1493;137;1630;REPROVADO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0301.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;2.9899;1493;137;1630;REPROVADO;CNPJ_DIVERGENTE;CNPJ '99.888.777/0001-00' difere do padrão do fornecedor '45.678.901/0001-56'.;0.95;ALTA
2026-04-22 12:40:19;arquivos_nf/DOC_0302.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;3.1630;1493;137;1630;REPROVADO;STATUS_INCONSISTENTE;Status 'PENDENTE' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0302.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;3.1630;1493;137;1630;REPROVADO;CNPJ_DIVERGENTE;CNPJ '99.888.777/0001-00' difere do padrão do fornecedor '45.678.901/0001-56'.;0.95;ALTA
2026-04-22 12:40:19;arquivos_nf/DOC_0303.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;3.0468;1495;140;1635;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0304.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;4.4806;1497;140;1637;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0305.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;2.6997;1493;136;1629;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0306.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;6.5225;1497;141;1638;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0307.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;6.7997;1498;140;1638;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0308.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;9.8934;1497;141;1638;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0309.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;6.9315;1498;143;1641;SUSPEITO;STATUS_INCONSISTENTE;Status 'PENDENTE' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0310.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;9.0652;1495;139;1634;SUSPEITO;STATUS_INCONSISTENTE;Status 'PENDENTE' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0311.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;11.1958;1498;141;1639;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0312.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;11.7849;1506;146;1652;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0313.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;11.5160;1495;139;1634;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0314.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;12.7474;1496;140;1636;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0315.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;13.4491;1499;141;1640;SUSPEITO;STATUS_INCONSISTENTE;Status 'PENDENTE' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0316.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;14.9890;1497;140;1637;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0317.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;15.9014;1501;144;1645;SUSPEITO;STATUS_INCONSISTENTE;Status 'PENDENTE' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0317.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;15.9014;1501;144;1645;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 9,381.63).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0318.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;15.6211;1497;141;1638;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0319.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;16.2479;1494;137;1631;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0320.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;17.5702;1499;141;1640;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0321.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;20.5832;1494;140;1634;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0322.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;21.7754;1497;140;1637;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0323.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;19.5751;1498;141;1639;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0324.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;20.7563;1499;143;1642;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0324.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;20.7563;1499;143;1642;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 9,911.05).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0325.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;23.9596;1496;139;1635;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0326.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;23.4791;1502;145;1647;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0327.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;24.3657;1498;141;1639;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0328.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;24.7218;1502;145;1647;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0329.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;25.4940;1499;142;1641;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0330.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;28.1046;1499;143;1642;REPROVADO;NF_DUPLICADA;Número aparece em: arquivos_nf/DOC_0264.txt;0.95;ALTA
2026-04-22 12:40:19;arquivos_nf/DOC_0330.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;28.1046;1499;143;1642;REPROVADO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0331.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;27.5438;1492;135;1627;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0332.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;27.8751;1499;145;1644;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0333.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;28.3191;1494;139;1633;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0334.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;29.1992;1502;145;1647;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 15,000.00 está acima do desvio padrão do fornecedor (Média: R$ 9,381.63).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0335.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;31.1377;1498;141;1639;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0336.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;31.8568;1496;140;1636;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0337.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;32.4511;1502;144;1646;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0338.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;32.4690;1497;140;1637;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 10,296.91).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0339.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;33.4066;1499;142;1641;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0340.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;36.6844;1498;141;1639;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0341.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;38.7999;1496;141;1637;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0342.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;38.5089;1498;142;1640;SUSPEITO;STATUS_INCONSISTENTE;Status 'PENDENTE' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0342.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;38.5089;1498;142;1640;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 9,911.05).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0343.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;39.5572;1501;143;1644;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0344.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;38.0060;1496;139;1635;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0345.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;40.4677;1499;142;1641;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0346.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;41.3734;1493;136;1629;SUSPEITO;STATUS_INCONSISTENTE;Status 'PENDENTE' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0347.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;43.2243;1498;140;1638;SUSPEITO;STATUS_INCONSISTENTE;Status 'PENDENTE' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0347.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;43.2243;1498;140;1638;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 10,009.85).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0348.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;42.4450;1499;143;1642;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0349.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;43.5054;1492;135;1627;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0350.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;50.2849;1498;140;1638;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0351.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;44.9910;1498;140;1638;SUSPEITO;STATUS_INCONSISTENTE;Status 'PENDENTE' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0352.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;46.7680;1504;147;1651;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0353.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;50.3419;1499;142;1641;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0354.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;48.1864;1498;140;1638;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 10,350.27).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0355.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;48.6314;1496;139;1635;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 19,500.00 está acima do desvio padrão do fornecedor (Média: R$ 10,350.27).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0356.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;51.0717;1496;141;1637;SUSPEITO;STATUS_INCONSISTENTE;Status 'CANCELADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0356.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;51.0717;1496;141;1637;SUSPEITO;VALOR_FORA_DA_FAIXA;Valor R$ 15,000.00 está acima do desvio padrão do fornecedor (Média: R$ 9,911.05).;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0357.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;52.5918;1498;141;1639;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0358.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;52.2457;1495;138;1633;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0359.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;54.3029;1497;139;1636;SUSPEITO;STATUS_INCONSISTENTE;Status 'ESTORNADO' com data de pagamento preenchida.;0.85;MEDIA
2026-04-22 12:40:19;arquivos_nf/DOC_0360.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;54.9456;1496;139;1635;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0361.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;55.0537;1499;144;1643;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0362.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;56.3088;1498;141;1639;APROVADO;;;;
2026-04-22 12:40:19;arquivos_nf/DOC_0363.txt;SIM;não extraído;gpt-4o-mini-2024-07-18;59.7135;1494;137;1631;APROVADO;;;;
