nome_arquivo;tipo_documento;numero_documento;data_emissao;fornecedor;cnpj_fornecedor;descricao_servico;valor_bruto;data_pagamento;data_emissao_nf;aprovado_por;banco_destino;status;hash_verificacao;status_auditoria;total_anomalias;regras_disparadas
arquivos_nf/DOC_0193.txt;FATURA;NF-83664;28/03/2024;TechSoft Ltda;12.345.678/0001-90;Suporte Técnico Mensal;19500.0000;18/04/2024;26/03/2024;Carlos Mendes;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0193829988;SUSPEITO;1;VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0194.txt;NOTA_FISCAL;NF-93616;22/04/2023;Consultoria RH Parceiros;34.567.890/0001-34;Treinamento Corporativo;8500.0000;12/05/2023;17/04/2023;Maria Silva;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0194344146;APROVADO;0;
arquivos_nf/DOC_0195.txt;NOTA_FISCAL;NF-63334;28/02/2024;TechSoft Ltda;12.345.678/0001-90;Licença de Software ERP;19500.0000;10/03/2024;23/02/2024;Carlos Mendes;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0195784607;SUSPEITO;1;VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0196.txt;NOTA_FISCAL;NF-80143;28/10/2024;Marketing Digital Pro;45.678.901/0001-56;Produção de Conteúdo;12000.0000;04/11/2024;26/10/2024;Maria Silva;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0196874568;APROVADO;0;
arquivos_nf/DOC_0197.txt;NOTA_FISCAL;NF-14910;03/03/2024;TechSoft Ltda;12.345.678/0001-90;Consultoria em TI;3500.0000;01/04/2024;02/03/2024;Roberto Lima;Banco do Brasil Ag.1234 C/C 56789-0;PAGO;NLC0197109717;APROVADO;0;
arquivos_nf/DOC_0198.txt;NOTA_FISCAL;NF-35272;10/12/2023;Consultoria RH Parceiros;34.567.890/0001-34;Treinamento Corporativo;19500.0000;20/12/2023;07/12/2023;Fernanda Costa;Santander Ag.3456 C/C 78901-2;PAGO;NLC0198948102;SUSPEITO;1;VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0199.txt;FATURA;NF-84420;16/06/2023;TechSoft Ltda;12.345.678/0001-90;Suporte Técnico Mensal;10000.0000;10/07/2023;13/06/2023;Maria Silva;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0199807160;APROVADO;0;
arquivos_nf/DOC_0200.txt;NOTA_FISCAL;NF-62538;17/09/2024;DataCenter Cloud SA;23.456.789/0001-12;Firewall e Segurança;15000.0000;15/10/2024;12/09/2024;Fernanda Costa;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0200801765;APROVADO;0;
arquivos_nf/DOC_0201.txt;NOTA_FISCAL;NF-68554;24/05/2023;TechSoft Ltda;12.345.678/0001-90;Licença de Software ERP;8500.0000;09/06/2023;22/05/2023;Ana Beatriz;Santander Ag.3456 C/C 78901-2;PAGO;NLC0201890371;APROVADO;0;
arquivos_nf/DOC_0202.txt;FATURA;NF-97528;06/11/2023;Consultoria RH Parceiros;34.567.890/0001-34;Avaliação de Desempenho;3500.0000;25/11/2023;01/11/2023;Ana Beatriz;Banco do Brasil Ag.1234 C/C 56789-0;PAGO;NLC0202223967;APROVADO;0;
arquivos_nf/DOC_0203.txt;RECIBO;NF-38721;13/06/2023;Marketing Digital Pro;45.678.901/0001-56;Gestão de Mídias Sociais;10000.0000;26/06/2023;08/06/2023;Ana Beatriz;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0203240057;APROVADO;0;
arquivos_nf/DOC_0204.txt;NOTA_FISCAL;NF-42435;10/04/2024;Marketing Digital Pro;45.678.901/0001-56;SEO e Analytics;12000.0000;04/05/2024;06/04/2024;Fernanda Costa;Santander Ag.3456 C/C 78901-2;PAGO;NLC0204813390;APROVADO;0;
arquivos_nf/DOC_0205.txt;NOTA_FISCAL;NF-81781;22/06/2024;Limpeza & Facilities;56.789.012/0001-78;Limpeza Predial;12000.0000;07/07/2024;18/06/2024;Fernanda Costa;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0205630041;APROVADO;0;
arquivos_nf/DOC_0206.txt;NOTA_FISCAL;NF-21919;18/06/2023;DataCenter Cloud SA;23.456.789/0001-12;Hospedagem Cloud;19500.0000;29/06/2023;14/06/2023;Carlos Mendes;Caixa Ag.0023 C/C 44321-0;ESTORNADO;NLC0206635167;SUSPEITO;2;STATUS_INCONSISTENTE|VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0207.txt;NOTA_FISCAL;NF-98181;09/04/2024;Marketing Digital Pro;45.678.901/0001-56;SEO e Analytics;15000.0000;14/04/2024;05/04/2024;Fernanda Costa;Itaú Ag.5678 C/C 12345-6;ESTORNADO;NLC0207946112;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0208.txt;NOTA_FISCAL;NF-55158;10/02/2024;Consultoria RH Parceiros;34.567.890/0001-34;Gestão de Benefícios;8500.0000;19/02/2024;10/02/2024;Maria Silva;Itaú Ag.5678 C/C 12345-6;CANCELADO;NLC0208834406;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0209.txt;NOTA_FISCAL;NF-94085;12/03/2023;TechSoft Ltda;12.345.678/0001-90;Atualização de Sistema;3500.0000;11/04/2023;09/03/2023;Roberto Lima;Banco do Brasil Ag.1234 C/C 56789-0;PAGO;NLC0209864715;APROVADO;0;
arquivos_nf/DOC_0210.txt;FATURA;NF-25549;27/01/2024;Marketing Digital Pro;45.678.901/0001-56;Gestão de Mídias Sociais;15000.0000;11/02/2024;24/01/2024;Fernanda Costa;Banco do Brasil Ag.1234 C/C 56789-0;PENDENTE;NLC0210287143;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0211.txt;CONTRATO_ADITIVO;NF-98276;25/06/2024;Limpeza & Facilities;56.789.012/0001-78;Limpeza Predial;8500.0000;30/06/2024;20/06/2024;Maria Silva;Bradesco Ag.0001 C/C 99887-7;ESTORNADO;NLC0211854024;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0212.txt;CONTRATO_ADITIVO;NF-34704;28/06/2024;Limpeza & Facilities;56.789.012/0001-78;Jardinagem e Áreas Verdes;8500.0000;11/07/2024;27/06/2024;Ana Beatriz;Banco do Brasil Ag.1234 C/C 56789-0;PAGO;NLC0212860242;APROVADO;0;
arquivos_nf/DOC_0213.txt;NOTA_FISCAL;NF-87849;07/11/2024;TechSoft Ltda;12.345.678/0001-90;Suporte Técnico Mensal;3500.0000;21/11/2024;03/11/2024;Carlos Mendes;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0213135207;APROVADO;0;
arquivos_nf/DOC_0214.txt;NOTA_FISCAL;NF-17398;08/09/2023;Marketing Digital Pro;45.678.901/0001-56;SEO e Analytics;15000.0000;02/10/2023;08/09/2023;Carlos Mendes;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0214246942;APROVADO;0;
arquivos_nf/DOC_0215.txt;RECIBO;NF-49552;28/08/2023;Limpeza & Facilities;56.789.012/0001-78;Portaria e Recepção;12000.0000;24/09/2023;23/08/2023;Fernanda Costa;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0215250219;APROVADO;0;
arquivos_nf/DOC_0216.txt;NOTA_FISCAL;NF-82856;28/02/2024;Limpeza & Facilities;56.789.012/0001-78;Portaria e Recepção;3500.0000;09/03/2024;26/02/2024;Fernanda Costa;Banco do Brasil Ag.1234 C/C 56789-0;CANCELADO;NLC0216619696;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0217.txt;FATURA;NF-59343;20/10/2024;TechSoft Ltda;12.345.678/0001-90;Consultoria em TI;12000.0000;11/11/2024;17/10/2024;Roberto Lima;Banco do Brasil Ag.1234 C/C 56789-0;PAGO;NLC0217292811;APROVADO;0;
arquivos_nf/DOC_0218.txt;NOTA_FISCAL;NF-64592;04/09/2023;Limpeza & Facilities;56.789.012/0001-78;Manutenção Elétrica;10000.0000;02/10/2023;03/09/2023;Roberto Lima;Itaú Ag.5678 C/C 12345-6;CANCELADO;NLC0218684357;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0219.txt;NOTA_FISCAL;NF-22119;02/02/2024;Limpeza & Facilities;56.789.012/0001-78;Controle de Pragas;8500.0000;10/02/2024;31/01/2024;Maria Silva;Santander Ag.3456 C/C 78901-2;PENDENTE;NLC0219661654;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0220.txt;NOTA_FISCAL;NF-72835;02/10/2023;DataCenter Cloud SA;23.456.789/0001-12;Hospedagem Cloud;3500.0000;15/10/2023;27/09/2023;Carlos Mendes;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0220319036;APROVADO;0;
arquivos_nf/DOC_0221.txt;RECIBO;NF-61987;16/01/2023;Consultoria RH Parceiros;34.567.890/0001-34;Headhunting Executivo;4200.0000;23/01/2023;15/01/2023;Carlos Mendes;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0221350956;APROVADO;0;
arquivos_nf/DOC_0222.txt;FATURA;NF-57139;05/03/2025;Limpeza & Facilities;56.789.012/0001-78;Portaria e Recepção;19500.0000;15/03/2025;02/03/2025;Ana Beatriz;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0222637727;SUSPEITO;1;VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0223.txt;NOTA_FISCAL;NF-64254;11/04/2023;Marketing Digital Pro;45.678.901/0001-56;Produção de Conteúdo;19500.0000;07/05/2023;06/04/2023;Carlos Mendes;Bradesco Ag.0001 C/C 99887-7;PENDENTE;NLC0223147936;SUSPEITO;2;STATUS_INCONSISTENTE|VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0224.txt;NOTA_FISCAL;NF-48691;29/01/2025;Limpeza & Facilities;56.789.012/0001-78;Portaria e Recepção;10000.0000;03/02/2025;29/01/2025;Fernanda Costa;Caixa Ag.0023 C/C 44321-0;CANCELADO;NLC0224259814;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0225.txt;FATURA;NF-74044;24/08/2023;DataCenter Cloud SA;23.456.789/0001-12;Firewall e Segurança;8500.0000;06/09/2023;20/08/2023;Fernanda Costa;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0225858705;APROVADO;0;
arquivos_nf/DOC_0226.txt;NOTA_FISCAL;NF-81058;22/06/2023;Marketing Digital Pro;45.678.901/0001-56;Campanha Google Ads;6000.0000;16/07/2023;20/06/2023;Fernanda Costa;Santander Ag.3456 C/C 78901-2;PAGO;NLC0226772985;APROVADO;0;
arquivos_nf/DOC_0227.txt;NOTA_FISCAL;NF-18908;18/03/2023;TechSoft Ltda;12.345.678/0001-90;Licença de Software ERP;3500.0000;14/04/2023;13/03/2023;Roberto Lima;Banco do Brasil Ag.1234 C/C 56789-0;PAGO;NLC0227841521;APROVADO;0;
arquivos_nf/DOC_0228.txt;NOTA_FISCAL;NF-96413;12/08/2023;DataCenter Cloud SA;23.456.789/0001-12;Hospedagem Cloud;12000.0000;29/08/2023;09/08/2023;Fernanda Costa;Caixa Ag.0023 C/C 44321-0;ESTORNADO;NLC0228611552;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0229.txt;NOTA_FISCAL;NF-12246;28/06/2024;TechSoft Ltda;12.345.678/0001-90;Licença de Software ERP;3500.0000;16/07/2024;25/06/2024;Fernanda Costa;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0229626611;APROVADO;0;
arquivos_nf/DOC_0230.txt;NOTA_FISCAL;NF-56457;20/04/2023;Marketing Digital Pro;45.678.901/0001-56;Campanha Google Ads;6000.0000;20/05/2023;20/04/2023;Carlos Mendes;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0230380310;APROVADO;0;
arquivos_nf/DOC_0231.txt;NOTA_FISCAL;NF-22255;18/01/2024;Marketing Digital Pro;45.678.901/0001-56;Campanha Google Ads;8500.0000;31/01/2024;15/01/2024;Ana Beatriz;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0231524965;APROVADO;0;
arquivos_nf/DOC_0232.txt;CONTRATO_ADITIVO;NF-94529;19/07/2024;Marketing Digital Pro;45.678.901/0001-56;Campanha Google Ads;3500.0000;04/08/2024;19/07/2024;Maria Silva;Santander Ag.3456 C/C 78901-2;CANCELADO;NLC0232922478;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0233.txt;NOTA_FISCAL;NF-16102;24/06/2024;Consultoria RH Parceiros;34.567.890/0001-34;Treinamento Corporativo;8500.0000;24/07/2024;24/06/2024;Fernanda Costa;Santander Ag.3456 C/C 78901-2;PAGO;NLC0233177959;APROVADO;0;
arquivos_nf/DOC_0234.txt;NOTA_FISCAL;NF-20084;03/07/2023;Consultoria RH Parceiros;34.567.890/0001-34;Treinamento Corporativo;3500.0000;02/08/2023;01/07/2023;Fernanda Costa;Banco do Brasil Ag.1234 C/C 56789-0;CANCELADO;NLC0234413814;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0235.txt;NOTA_FISCAL;NF-17038;03/08/2024;DataCenter Cloud SA;23.456.789/0001-12;Firewall e Segurança;12000.0000;30/08/2024;31/07/2024;Carlos Mendes;Itaú Ag.5678 C/C 12345-6;PENDENTE;NLC0235202430;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0236.txt;NOTA_FISCAL;NF-74304;19/03/2023;Marketing Digital Pro;45.678.901/0001-56;Produção de Conteúdo;15000.0000;30/03/2023;15/03/2023;Maria Silva;Bradesco Ag.0001 C/C 99887-7;ESTORNADO;NLC0236339220;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0237.txt;CONTRATO_ADITIVO;NF-19634;18/03/2024;Consultoria RH Parceiros;34.567.890/0001-34;Recrutamento e Seleção;15000.0000;24/03/2024;13/03/2024;Fernanda Costa;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0237186023;SUSPEITO;1;VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0238.txt;NOTA_FISCAL;NF-21995;25/01/2024;Consultoria RH Parceiros;34.567.890/0001-34;Headhunting Executivo;6000.0000;17/02/2024;20/01/2024;Ana Beatriz;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0238105447;APROVADO;0;
arquivos_nf/DOC_0239.txt;NOTA_FISCAL;NF-68830;04/01/2024;Consultoria RH Parceiros;34.567.890/0001-34;Treinamento Corporativo;4200.0000;29/01/2024;02/01/2024;Maria Silva;Banco do Brasil Ag.1234 C/C 56789-0;CANCELADO;NLC0239684041;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0240.txt;CONTRATO_ADITIVO;NF-60493;16/04/2023;Limpeza & Facilities;56.789.012/0001-78;Portaria e Recepção;12000.0000;17/04/2023;16/04/2023;Maria Silva;Caixa Ag.0023 C/C 44321-0;PENDENTE;NLC0240112940;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0241.txt;CONTRATO_ADITIVO;NF-32216;02/02/2024;Consultoria RH Parceiros;34.567.890/0001-34;Gestão de Benefícios;8500.0000;27/02/2024;02/02/2024;Fernanda Costa;Banco do Brasil Ag.1234 C/C 56789-0;CANCELADO;NLC0241245584;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0242.txt;RECIBO;NF-49289;02/10/2023;Consultoria RH Parceiros;34.567.890/0001-34;Treinamento Corporativo;4200.0000;18/10/2023;01/10/2023;Roberto Lima;Bradesco Ag.0001 C/C 99887-7;CANCELADO;NLC0242607753;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0243.txt;FATURA;NF-24021;15/09/2023;TechSoft Ltda;12.345.678/0001-90;Implantação de Módulo;19500.0000;23/09/2023;10/09/2023;Fernanda Costa;Banco do Brasil Ag.1234 C/C 56789-0;ESTORNADO;NLC0243242071;SUSPEITO;2;STATUS_INCONSISTENTE|VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0244.txt;NOTA_FISCAL;NF-95332;10/02/2024;Consultoria RH Parceiros;34.567.890/0001-34;Avaliação de Desempenho;15000.0000;21/02/2024;06/02/2024;Roberto Lima;Bradesco Ag.0001 C/C 99887-7;CANCELADO;NLC0244723266;SUSPEITO;2;STATUS_INCONSISTENTE|VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0245.txt;RECIBO;NF-51830;25/11/2023;DataCenter Cloud SA;23.456.789/0001-12;Firewall e Segurança;8500.0000;15/12/2023;20/11/2023;Ana Beatriz;Banco do Brasil Ag.1234 C/C 56789-0;CANCELADO;NLC0245405605;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0246.txt;NOTA_FISCAL;NF-87624;30/11/2023;Marketing Digital Pro;45.678.901/0001-56;Produção de Conteúdo;15000.0000;13/12/2023;28/11/2023;Maria Silva;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0246672133;APROVADO;0;
arquivos_nf/DOC_0247.txt;NOTA_FISCAL;NF-98208;14/01/2025;DataCenter Cloud SA;23.456.789/0001-12;Firewall e Segurança;8500.0000;29/01/2025;09/01/2025;Ana Beatriz;Itaú Ag.5678 C/C 12345-6;CANCELADO;NLC0247623557;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0248.txt;RECIBO;NF-88372;05/09/2023;DataCenter Cloud SA;23.456.789/0001-12;Firewall e Segurança;6000.0000;14/09/2023;31/08/2023;Roberto Lima;Itaú Ag.5678 C/C 12345-6;ESTORNADO;NLC0248602514;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0249.txt;CONTRATO_ADITIVO;NF-24335;01/07/2024;Limpeza & Facilities;56.789.012/0001-78;Portaria e Recepção;15000.0000;18/07/2024;26/06/2024;Maria Silva;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0249906306;APROVADO;0;
arquivos_nf/DOC_0250.txt;FATURA;NF-23886;20/06/2023;DataCenter Cloud SA;23.456.789/0001-12;CDN e Performance;3500.0000;11/07/2023;16/06/2023;Roberto Lima;Bradesco Ag.0001 C/C 99887-7;CANCELADO;NLC0250111060;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0251.txt;RECIBO;NF-99070;16/08/2023;TechSoft Ltda;12.345.678/0001-90;Consultoria em TI;8500.0000;02/09/2023;11/08/2023;Ana Beatriz;Santander Ag.3456 C/C 78901-2;ESTORNADO;NLC0251717181;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0252.txt;NOTA_FISCAL;NF-28569;20/12/2023;Limpeza & Facilities;56.789.012/0001-78;Controle de Pragas;4200.0000;21/12/2023;17/12/2023;Roberto Lima;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0252465249;APROVADO;0;
arquivos_nf/DOC_0253.txt;FATURA;NF-69303;11/04/2024;Consultoria RH Parceiros;34.567.890/0001-34;Avaliação de Desempenho;19500.0000;07/05/2024;10/04/2024;Roberto Lima;Itaú Ag.5678 C/C 12345-6;ESTORNADO;NLC0253434400;SUSPEITO;2;STATUS_INCONSISTENTE|VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0254.txt;RECIBO;NF-41970;15/02/2023;TechSoft Ltda;12.345.678/0001-90;Licença de Software ERP;4200.0000;13/03/2023;10/02/2023;Ana Beatriz;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0254641058;APROVADO;0;
arquivos_nf/DOC_0255.txt;NOTA_FISCAL;NF-93948;05/12/2023;DataCenter Cloud SA;23.456.789/0001-12;Backup Gerenciado;19500.0000;23/12/2023;02/12/2023;Roberto Lima;Banco do Brasil Ag.1234 C/C 56789-0;PAGO;NLC0255789237;SUSPEITO;1;VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0256.txt;CONTRATO_ADITIVO;NF-10583;30/01/2023;Marketing Digital Pro;45.678.901/0001-56;SEO e Analytics;8500.0000;23/02/2023;26/01/2023;Fernanda Costa;Santander Ag.3456 C/C 78901-2;CANCELADO;NLC0256838968;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0257.txt;NOTA_FISCAL;NF-57945;13/10/2023;DataCenter Cloud SA;23.456.789/0001-12;CDN e Performance;4200.0000;07/11/2023;08/10/2023;Maria Silva;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0257441819;APROVADO;0;
arquivos_nf/DOC_0258.txt;NOTA_FISCAL;NF-90125;27/04/2023;DataCenter Cloud SA;23.456.789/0001-12;CDN e Performance;19500.0000;06/05/2023;22/04/2023;Ana Beatriz;Caixa Ag.0023 C/C 44321-0;CANCELADO;NLC0258511612;SUSPEITO;2;STATUS_INCONSISTENTE|VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0259.txt;NOTA_FISCAL;NF-98094;23/12/2023;Limpeza & Facilities;56.789.012/0001-78;Controle de Pragas;6000.0000;04/01/2024;20/12/2023;Fernanda Costa;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0259240454;APROVADO;0;
arquivos_nf/DOC_0260.txt;NOTA_FISCAL;NF-64819;02/09/2023;Consultoria RH Parceiros;34.567.890/0001-34;Avaliação de Desempenho;6000.0000;12/09/2023;02/09/2023;Carlos Mendes;Caixa Ag.0023 C/C 44321-0;CANCELADO;NLC0260725397;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0261.txt;CONTRATO_ADITIVO;NF-28388;09/03/2024;DataCenter Cloud SA;23.456.789/0001-12;CDN e Performance;6000.0000;15/03/2024;06/03/2024;Carlos Mendes;Santander Ag.3456 C/C 78901-2;PAGO;NLC0261296187;APROVADO;0;
arquivos_nf/DOC_0262.txt;NOTA_FISCAL;NF-83607;26/09/2024;Consultoria RH Parceiros;34.567.890/0001-34;Headhunting Executivo;3500.0000;28/09/2024;24/09/2024;Carlos Mendes;Banco do Brasil Ag.1234 C/C 56789-0;CANCELADO;NLC0262629990;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0263.txt;CONTRATO_ADITIVO;NF-38905;02/12/2024;Marketing Digital Pro;45.678.901/0001-56;SEO e Analytics;19500.0000;18/12/2024;29/11/2024;Carlos Mendes;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0263406278;SUSPEITO;1;VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0264.txt;RECIBO;NF-85066;19/08/2023;TechSoft Ltda;12.345.678/0001-90;Consultoria em TI;6000.0000;06/09/2023;17/08/2023;Fernanda Costa;Santander Ag.3456 C/C 78901-2;PAGO;NLC0264219754;REPROVADO;1;NF_DUPLICADA
arquivos_nf/DOC_0265.txt;FATURA;NF-95678;09/07/2024;Consultoria RH Parceiros;34.567.890/0001-34;Gestão de Benefícios;19500.0000;05/08/2024;09/07/2024;Carlos Mendes;Santander Ag.3456 C/C 78901-2;PAGO;NLC0265887842;SUSPEITO;1;VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0266.txt;RECIBO;NF-37509;03/02/2023;DataCenter Cloud SA;23.456.789/0001-12;Hospedagem Cloud;12000.0000;18/02/2023;01/02/2023;Roberto Lima;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0266950083;APROVADO;0;
arquivos_nf/DOC_0267.txt;FATURA;NF-37124;28/12/2024;Limpeza & Facilities;56.789.012/0001-78;Manutenção Elétrica;15000.0000;17/01/2025;23/12/2024;Fernanda Costa;Banco do Brasil Ag.1234 C/C 56789-0;PAGO;NLC0267944565;APROVADO;0;
arquivos_nf/DOC_0268.txt;FATURA;NF-77425;29/06/2024;TechSoft Ltda;12.345.678/0001-90;Atualização de Sistema;6000.0000;08/07/2024;25/06/2024;Ana Beatriz;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0268812296;APROVADO;0;
arquivos_nf/DOC_0269.txt;NOTA_FISCAL;NF-29168;07/02/2025;TechSoft Ltda;12.345.678/0001-90;Atualização de Sistema;3500.0000;05/03/2025;04/02/2025;Carlos Mendes;Banco do Brasil Ag.1234 C/C 56789-0;PAGO;NLC0269845951;APROVADO;0;
arquivos_nf/DOC_0270.txt;NOTA_FISCAL;NF-92288;18/02/2025;Consultoria RH Parceiros;34.567.890/0001-34;Headhunting Executivo;15000.0000;17/03/2025;13/02/2025;Carlos Mendes;Caixa Ag.0023 C/C 44321-0;PAGO;NLC0270534346;SUSPEITO;1;VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0271.txt;NOTA_FISCAL;NF-73968;19/03/2023;Marketing Digital Pro;45.678.901/0001-56;Email Marketing;15000.0000;09/04/2023;19/03/2023;Ana Beatriz;Bradesco Ag.0001 C/C 99887-7;ESTORNADO;NLC0271443187;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0272.txt;NOTA_FISCAL;NF-38551;03/03/2025;Limpeza & Facilities;56.789.012/0001-78;Jardinagem e Áreas Verdes;4200.0000;31/03/2025;26/02/2025;Ana Beatriz;Itaú Ag.5678 C/C 12345-6;CANCELADO;NLC0272550513;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0273.txt;NOTA_FISCAL;NF-55054;02/10/2023;DataCenter Cloud SA;23.456.789/0001-12;CDN e Performance;12000.0000;13/10/2023;30/09/2023;Fernanda Costa;Banco do Brasil Ag.1234 C/C 56789-0;ESTORNADO;NLC0273815707;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0274.txt;NOTA_FISCAL;NF-10088;12/04/2023;TechSoft Ltda;12.345.678/0001-90;Licença de Software ERP;3500.0000;03/05/2023;09/04/2023;Carlos Mendes;Santander Ag.3456 C/C 78901-2;ESTORNADO;NLC0274548580;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0275.txt;NOTA_FISCAL;NF-58738;27/10/2024;DataCenter Cloud SA;23.456.789/0001-12;Hospedagem Cloud;10000.0000;06/11/2024;26/10/2024;Ana Beatriz;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0275796787;APROVADO;0;
arquivos_nf/DOC_0276.txt;NOTA_FISCAL;NF-37973;10/02/2024;DataCenter Cloud SA;23.456.789/0001-12;Firewall e Segurança;8500.0000;02/03/2024;08/02/2024;Maria Silva;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0276599968;REPROVADO;1;NF_DUPLICADA
arquivos_nf/DOC_0277.txt;NOTA_FISCAL;NF-65353;30/08/2024;TechSoft Ltda;12.345.678/0001-90;Licença de Software ERP;19500.0000;07/09/2024;26/08/2024;Maria Silva;Bradesco Ag.0001 C/C 99887-7;PAGO;NLC0277827744;SUSPEITO;1;VALOR_FORA_DA_FAIXA
arquivos_nf/DOC_0278.txt;NOTA_FISCAL;NF-49223;14/03/2023;DataCenter Cloud SA;23.456.789/0001-12;Hospedagem Cloud;4200.0000;22/03/2023;11/03/2023;Maria Silva;Bradesco Ag.0001 C/C 99887-7;PENDENTE;NLC0278243790;SUSPEITO;1;STATUS_INCONSISTENTE
arquivos_nf/DOC_0279.txt;NOTA_FISCAL;NF-67684;18/10/2024;Marketing Digital Pro;45.678.901/0001-56;Email Marketing;4200.0000;09/11/2024;17/10/2024;Fernanda Costa;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0279468247;APROVADO;0;
arquivos_nf/DOC_0280.txt;NOTA_FISCAL;NF-26142;26/02/2024;DataCenter Cloud SA;23.456.789/0001-12;Backup Gerenciado;19500.0000;17/03/2024;21/02/2024;Maria Silva;Itaú Ag.5678 C/C 12345-6;PAGO;NLC0280718213;SUSPEITO;1;VALOR_FORA_DA_FAIXA
